tweets
"@menormang Hukuman mati = eksekusi mati.
Indonesia pake regu tembak.
Pemerintahan Jokowi sdh 3x lakukan eksekusi:
- Januari 2015 (6 org)
- April 2015 (8 org)
- Juli 2016 (4 org)

Istilah ""hukuman mati"" SELALU merujuk ke eksekusi mati.

Klo dipenjara sampai meninggal = ""Penjara seumur hidup"" https://t.co/mgYmMLNupV"
"@convomf Lah, di google juga banyak jurnal yang bahas ""Penjara seumur hidup"" artinya dipenjara sampai si terpidana wafat dalam masa kurungan"". Kok  ada yg miss presepsi penjara sesuai usia terpidana awal masuk penjara malah nyuruh liat google dong😭"
"@menormang @convomf Mjb, mungkin kalo hukuman mati kan dieksekusi dengan ditembak, tapi kalo penjara seumur hidup ya sampai dia mati sendiri 🤣"
"@HernandoPrima Sampai matiiii.... 

Menurut KUHP Indonesia, definisi penjara seumur hidup = dipenjara sampai mati.

Gak ada hubungannya sama sekali dgn umur.

Penjara sesuai umur = MITOS/SALAH KAPRAH (gak ada di KUHP) https://t.co/SGmAFE4lsc"
"@convomf Dulu aku ngiranya juga penjara seumur hidup ya sampai mati, trus guru SMP ku bilang sesuai dengan usia pas masuk penjara, eh habis itu baca lagi emang bener seumur hidup. Jadi bingung"
@convomf Jujur aku juga dari dulu taunya kalo penjara seumur hidup tuh ya di penjara sampe mati😭baru tau penjelasan lain penjara seumur hidup sesuai umur terdakwa tuh pas main twitter😭🙏
"@alief13fj @PochiYuna @musfiel Sesuai umur hidup itu tidak ada, di Indonesia yang ada penjara maksimal 20 tahun atau penjara sampai dia mati (seumur hidup)"
"@dissa_dissa @bewithjiuu @KejaksaanRI Berarti ada 2 opsi ya kak

1. Penjara selama waktu tertentu (&lt;20 Tahun)

2. Penjara seumur hidup"
"lah dari awal ku pikir penjara seumur hidup ya selama hidupnya, malah baru tau ada argumen sesuai umur gini wkwk https://t.co/eAidl6hLyn"
"@SVzeu Anda sptnya blm memahami bhw di KUHP ada 2 jenis pidana penjara:
- Selama wkt tertentu (max 20th)
- Seumur hidup (smp meninggal)

Klo kejahatannya berat &amp; pantas dipenjara lebih dari 20th, maka divonis ""penjara seumur hidup"".
Gak terikat aturan max 20th, krn itu pidana yg berbeda https://t.co/wti6WWvOhv"
"@grace_nat harusnya gini
tuntutan JPU ke FS = hukuman seumur hidup, PC = hukuman seumur hidup, KM = hukuman 20 tahun, RR = hukuman 20 tahun dan Richard Eliezer selaku JC atau Justice Collaborator = 5 tahun penjara.
Nah, tinggal nanti vonis final ada pada YM Hakim saat putusan nantinya.⚖😎"
"@bewithjiuu Oalah aku belum pernah baca pasalnya sih, aku baca istilahnya ""Penjara Seumur Hidup"" udah langsung mikir penjaranya sampe dia mati

Btw itu Pasal brp?"
Pertimbangan Lengkap JPU Menuntut Ferdy Sambo dengan Penjara Seumur Hidup https://t.co/4vGSZWDSks #TempoNasional
"@musfiel Setau gue hukuman penjara seumur hidup bisa di nego, asal punya pengaruh dan DUIT 👍😏"
"Buat orang orang bebal.
KBBI seumur hidup= selama hidup.
Artinya selama ia masih hidup ya masih di penjara. https://t.co/TYG8zszyUp https://t.co/WaGv8YQUDx"
"@JohanesNbbn @convomfs Aaaa iyaa iyaa, berani juga sih ya sambo kl udh vonis penjara seumur hidup terus malah banding 😭😭 Soalnya jelas2 bersalah. Terima kasih infonya"
"@sukamotoo Saya tambahin nih, definisi penjara seumur hidup dari @KejaksaanRI https://t.co/EQdx71nqWI"
"@SVzeu gini, kl pidana penjara ada dua yakni penjara waktu tertentu (maksimal dua puluh tahun) dan pidana penjara seumur hidup itu sampe meninggal dunia, gada ceritanya bates 20 tahun doang"
"@Oposisi_Militan Haduuuuuuhhh @Oposisi_Militan

Tadi udah saya share infografis dari @KejaksaanRI ini tapi anda kok masih ngeyel aja ya??? 

Penjara seumur hidup = dipenjara sampai mati.

Bukan sesuai umur yaa.
Di Indonesia gak ada pasal yg nyebutin durasi penjara disamakan dg umur. https://t.co/Vgw9GWKwNG"
"@ry4nn_ Iya.

Di KUHP ada 2 jenis pidana penjara:
- Selama wkt tertentu (max 20th)
- Seumur hidup (sampai meninggal)

Klo kejahatannya berat &amp; pantas dipenjara lebih dari 20th, maka divonisnya ""penjara seumur hidup"", tidak ada angkanya dan tdk ada batasan wkt pokoknya smp ajalnya. https://t.co/RN8k0CUduZ"
@twazeng92 @KompasTV Kalau keluarga yosua tidak menuntut... RE mungkin juga diam dan ikut scnario FS bagi saya tuntutan yg gak adil itu ibu PC cuman di tuntut 8 thn seharusnya penjara seumur hidup.
"@HerlaPutra Sampai matiiii.... 

Menurut KUHP Indonesia, definisi penjara seumur hidup = dipenjara sampai mati.

Gak ada hubungannya sama sekali dgn umur.

Penjara sesuai umur = MITOS/SALAH KAPRAH (gak ada di KUHP)

Nih dijelasin @KejaksaanRI ⬇️ https://t.co/KjgqRpbJ6N"
"APA ITU PENJARA SEUMUR HIDUP ?

Berdasarkan KUHP, pidana penjara seumur hidup adalah hukuman penjara yg dilakukan selama terpidana masih hidup hingga meninggal

Hari ini VONIS besok MATI itu jg masuk seumur hidup

Terpidana Seumur Hidup Tidak Dapat Remisi  Tapi bisa AJUKAN GRASI"
@musfiel Yg ngira penjara seumur hidup itu se usianya yg sekarang itu pada belajar dimana si?
"Prediksi vonis pengadilan terhadap Ferdy Sambo usai dituntut jaksa penjara seumur hidup, netizen: Bisa kurang  https://t.co/Ql2ag5c1sr"
"@KompasTV Tau gitu mah mending jgn jd JC kata si Eliezer, aman trus dpt 1M, drpd jd JC skrg dituntut 12th penjara, hidupnya bakalan kagak nyaman soalnya si bos nya cuman di tuntut seumur hidup, apes...apes...😭🤮"
"@grace_nat Logika gmana…???
Jelas2 RE melakukan tindakan Penembakan dgn sengaja Walaupun atas perintah Komandan FS….tidak akan menghilangkan Tindakan/Perbuatan yg telah dilakukan… justru klau penembakan dilakukan dgn inisiatif sendiri bisa2 hukumannya penjara seumur hidup atau huk mati"
"@musfiel Mas Raynal mau tanya, kalo terpidana dihukum seumur hidup trus dia gamati-mati trus malah Negara Indonesia bubar itu artinya Jackpot gasih dan dia boleh keluar penjara?"
"Loh gw pikir emg begini? Maksudnya kalo penjara seumur hidup ya berarti dia bebas penjara sebagai mayat... kalo dipenjara sesuai usia dia ketika masuk penjara.. kok aneh ya? Gua ga ngerti hukum sih.. tp lebih ke logika ""penjara seumur hidup"" yaudah, sampe meninggal. https://t.co/KtKwxHpN7n"
Heboh Bharada E vonis 12thn penjara sedangkan yg lain cuma 8thn dn FS vonis seumur hidup. Gue ga ngikutin sih (yg tiap hari nonton sidang itu nenek gue 😅). Kok mastermind'nya ga vonis dea7h sentence yah? Itu pembunuhan berencana kan?
"@panda_gmk Patutnya driver mcm ni penjara seumur hidup or buang negeri terus. Kalau hidup nyusahkan org, baik takyah hidup hahahah. Kalau saman je dia ada potensi nk bgi org lain accident lagi esok lusa"
"""Cerita karangan PC itu yang bikin FS naik pitam. 
Lalu terjadilah pembunuhan. 
Lalu Polri jadi porak poranda.

Hukuman 8 tahun penjara itu tidak adil. Minimal seumur hidup, maksimal hukuman mati."" (Reza Indragiri)

#BerangusTKAChina 
#BerangusTKAChina https://t.co/zcnqG0SQXr https://t.co/EsiotsAuY9"
"loh, ternyata ada org yg beranggapan klo penjara seumur hidup itu sesuai dgn usia org tsb? :o https://t.co/rlWKUNfngf"
"@KompasTV Kalo gue boleh mengadili nih ya :
FS : HUKUMAN MATI,
PC : HUKUMAN MATI / PENJARA SEUMUR HIDUP,
KM : HUKUMAN MATI / PENJARA SEUMUR HIDUP
Terdakwa yang lain, sisanya 8 tahun cukup."
@Uchie_prabowo mending anda tmani ajh tu sambo burut di penjara seumur hidup
"@KompasTV Tidak adil , 12 THN penjara dia masih bernafas &amp; hidup.masih disayang Tuhan YME dikasih kesempatan taubat.toh tiap tahun bakal dpt potongan masa tahanan Krn berkelakuan baik. Harusnya hukuman mati atau seumur hidup"
"Aku dulu juga mikirnya gitu, ""penjara seumur hidup"" ya sampai terpidana mati dalam penjara. Terus beberapa tahun lalu ada yang bilang kalau sesuai usia dia saat ditahan. Karena bukan orang berpendidikan, aku iya2 aja karena mungkin aku gak paham. Ternyata aku paham maksudnya😭😭 https://t.co/iU8CMDM0sm"
"Arti Pidana Penjara Seumur Hidup
Banyak versi yang beredar mengenai pidana penjara seumur hidup.

yang mana yang benar? Apa dasar dan peraturan mengenai penjelasan pidana seumur hidup tersebut?

Kuy disimak video berikut👇👇

https://t.co/m3K9imcTMM

#penjara #pidana"
Yg nyebarin pertama kali definisi penjara seumur hidup=penjara sesuai umur dia tuh siapa sih anjir
"Gue dari kecil pas pertama kali denger hukuman penjara seumur hidup tuh langsung mikirnya ya dipenjara selamanya, sampe mati. Simpel kan
Kalo mikirnya dipenjara sesuai dengan usia malah repot gak sih? Kok bisa mikir kesitu 🤣 https://t.co/sQ0V2h8TWI"
"Ya pak, cukup adil kepada terdakwa 340 yang dituntut dg ancaman seumur hidup tetapi tidak memenuhi rasa keadilan kepada terdakwa yang dituntut dg ancaman hukuman 8 th penjara dan terdakwa JC dituntut 12 th sangat janggal. L https://t.co/VNy27G4mWY"
@CarrieLayangan Penjara seumur hidup
"@musfiel gua malah kaget dan baru tau kalau ada yg mikir kalau penjara seumur hidup itu sesuai dengan umur dia saat itu, gua kira semuanya berpikiran kalau penjara seumur hidup ya penjara sampe dia meninggal sendiri"
"Awal pemahaman emang seumur hidup itu sampe mati di penjara, tapi pernah gak tau lupa dikasih tau siapa gitu kalo seumur hidup itu yang nyesuain sama umur waktu divonis kalo umurnya  20 tahun yang dihukum 20 tahun. Jadi bener pemahaman awal dong https://t.co/62J0ZEo0PJ"
@CarrieLayangan semoga penjara seumur hidup
FS dituntut penjara seumur hidup &gt; lebaran dpat remisi &gt;natal dpat remisi &gt; hari nasional dapat remisi 🤣🤣🤣👆👆 https://t.co/ESiF4JdkSq
Dari SMA pemahaman gue yah hukuman seumur hidup yah sampai terpidananya mati di penjara. dulu guru PKN gue jelasinnya juga gini kok https://t.co/TlIqHJqNGj
"Sudah berkata sejujur-jujur nya  tuntutan hukuman 12 tahun penjara, sementara para pembohong 8 tahun tuntutan. Dan dalang pembunuhan seumur hidup. Sungguh adil sekali penegakan hukum di Indonesia. 

Aya istilah sok sing jujur we ngke dibantuan diringankeun hukuman. Waduk 😄"
Bapak fs di hukum penjara seumur hidup.  I'm surprised that I'm not surprised (?)
@musfiel baru aja diksh tau atasan gue kalau penjara seumur hidup katanya sesuai usia dia saat itu wkwkw ternyata salah ya
"gw dari dulu selalu mikirnya kalo penjara seumur hidup itu ya sampe dia mati namanya aja ""seumur hidup"", terus pas SMA kaget liat pemahaman temen gw yg bilang kalo penjara seumur hidup itu sesuai sama usia pelaku hshshsh https://t.co/GAtNQJaoe9"
@shotarawr penjara seumur hidup mah sampai matii bukan sesuai umurnya 😢
"Bharada E Dituntut 12 Tahun Penjara, Putri Candrawathi, Ricky Rizal serta Kuat Ma’ruf Masing-masing 8 Tahun dan Ferdy Sambo Penjar Seumur Hidup   https://t.co/PopuqPuSFL"
"@Candra4smara Hukuman penjara yang pas : penjara seumur hidup (permanen/tanpa remisi) + kasih ruangan yang penuh dengan lobang2 botol (biar puas sodoknya), suatu saat pasti bakalan kejepit dan rusak permanen tuh berhala nya..😁😋"
"@FaktaBukanAuta Cadangan; Ban Melayu dan Muslim dari pergi tengok wayang. Kalau pergi juga, penjara seumur hidup"
"@godham5 @PutraAn26054635 @MahkamahAgung @PNJAKSEL @ST_Burhanuddin @KSPgoid @Dr_Moeldoko @PolhukamRI @mohmahfudmd @KomisiKejaksaan @newIding30 @RaniKancana__ @AntoniusCDN @Penyuka_ombak @__AnakKolong @YRadianto1 @KaredokLeunca__ @Penulis_malam1 @rass_aa @aa_angon RE ini dilematis

awal skenario RE dijanjikan duit gede, tp skenario tdk sesuai rencana mknya RE banting stir jd JC, komandan ditangkap dan duit ga bakalan didapat

drpd masuk penjara seumur hidup lebih baik ngaku atau jd JC bisa mengurangi hukuman

tuntutan jaksa udah bener kog"
Pak Hakim yang mulia. Bapak2 adalah wakil Tuhan di dunia. Hati2 memvonis. Harapan kami vonis untuk Sambo: hukuman mati. Putri Cadrawathi: hukuman seumur hidup. Kuat &amp; Ricky: 8 tahun penjara. Eliezer: 6 tahun penjara. Semoga pak Hakim takut akan Tuhan.
Lucu tp gbs ketawa cuma bisa NGANGA..gerombolan pembunuh keji dr Jendral smp bawahannya hukumannya cuma belasan thn?negara apa ini?terberat harusnya hukuman mati /seumur hidup!!..enak sekali jadi POLISI PUNYA KUASA smp duit puluhan milyar bisa menikmati keluar dr penjara...
"@enroseeee @Miduk17 Tuntutan jaksa sdh sesuai peran masing2 terdakwa. FS pemberi perintah dpt tuntutan penjara seumur hidup, Bharada E sbg eksekutor 12 thn, PC, RR, Kuat sbg yg terlibat dlm skenario masing2 8 thn penjara. 12 thn yg dituntutkan kpd Eliezer sdh termasuk diskon, seharusnya bisa lebih."
"@Prakasa_AYP2 @kemlonih @is_pelssy Remisi hanya utk yg telah menjalani 2/3 masa hukuman, pdhl hukuman seumur hidup tdk diketahui kapan ujungnya.  Jadi caranya minta grasi dulu, kalau bukan diampuni total tapi diubah hukumannya, misalnya, 20 tahun.  Maka stlh 2/3 x 20 tahun bisa minta remisi https://t.co/D0Ef56Pqna"
makanya laki and perempuan mereka itu semuanya sama @DivHumas_Polri karena sudah sindikat jaringan kejahatan.sebab ada yang membacking mereka untuk memperkerjakan mereka menggunakan sosial media saya akan ada konsekwensinya pada mereka hukuman mati atau penjara seumur hidup tq
"yang mendapatkan grasi dari Pres.Rep. Indonesia salah satunya adalah Marsekal Udara,Omar Dhani yang terlibat gestapu. Omar Dhani divonis hukuman mati lalu penjara seumur hidup,setelah dipenjara selama 29 Tahun akhirnya Marsekal Omar Dhani dibebaskan karena faktor usia."
"DPR minta direksi BUMN yang terlibat korupsi dihukum penjara seumur hidup.

#merahputihcom #dpr #bumn #korupsi #penjara 

https://t.co/eT7cSpmugo"
war is over versi hari ini: berhasil ngejelasin ttg arti penjara seumur hidup 'yg sebenarnya' samaa orang2 serumah + sodara yg ikutan nonton sidang sambo.
"@ZoelHelmiLubis1 Kalau dibaca lagi pasal 340 yg diterapkan kepada Bharada E, sdh lebih ringan dari yg seharusnya. Pasal 340 memiliki 3 hukuman utama : hukuman mati, penjara seumur hidup, penjara 20 thn. Diskon yg didpt Eliezer sdh mempertimbangkan peran dia sbg justice collaborator dlm kasus ini. https://t.co/MKDHIpiZve"
"@kodesemesta Seharusnya dipaksa memang bu pc waktu itu ngelakuin visum, klo kygni mah enak, cmn penjara seumur hidup, kelakuan baik di ptong2"
@wanmoongie @hiyyiheunchae @convomfs Semoga aja bnrn seumur hidup deh :( masa richard yg disuruh penjara 12 thn sdgkn yg nyuruh gak hukuman seumur hidup yekan :( agak gregetan juga nih
"Emang Sambo dan antek2nya ga salah? Dia kan nembak atas dasar perintah. 
Gua ga pengen ikut komen tapi gatel rasanya pas hukumannya berat sebelah.
Penjara seumur hidup di negri wadididaw ini mah bullshit. 
Kenapa ga pertimbangin hukuman mati?! https://t.co/UfvHLDgZLh"
"harusnya gini
tuntutan JPU ke FS = hukuman seumur hidup, PC = hukuman seumur hidup, KM = hukuman 20 tahun, RR = hukuman 20 tahun dan Richard Eliezer selaku JC atau Justice Collaborator = 5 tahun penjara.
Nah, tinggal nanti vonis final ada pada YM Hakim saat putusan nantinya.⚖😎 https://t.co/lsW9X6Eb8C"
"@JohanesNbbn @convomfs Mau tanya, misal nih kak, sambo minta banding, terus dia kalah, berarti kan hukumannya makin berat, itu jadi apa dong?? Sedangkan dia dituntut penjara seumur hidup, dan andai hakim vonis seumur hidup juga"
"@CNNIndonesia harusnya gini
tuntutan JPU ke FS = hukuman seumur hidup, PC = hukuman seumur hidup, KM = hukuman 20 tahun, RR = hukuman 20 tahun dan Richard Eliezer selaku JC atau Justice Collaborator = 5 tahun penjara.
Nah, tinggal nanti vonis final ada pada YM Hakim saat putusan nantinya.⚖😎"
"@ajies4ra Tenang krn nnti di vonis hakim berbeda dgn tunututan jaksa.
1. Sambo hukuman mati.
2. Putri hukuman mati.
3. Kuat penjara seumur hidup.
4. Ricky penjara seumur hidup.
5. Richard hukuman percobaan."
"Ini Arti Penjara Seumur Hidup dalam Tuntutan Hukuman Ferdy Sambo
https://t.co/S1S3fekTmx

#HukumanSeumurHidupAdalah"
"@BBCIndonesia harusnya gini
tuntutan JPU ke FS = hukuman seumur hidup, PC = hukuman seumur hidup, KM = hukuman 20 tahun, RR = hukuman 20 tahun dan Richard Eliezer selaku JC atau Justice Collaborator = 5 tahun penjara.
Nah, tinggal nanti vonis final ada pada YM Hakim saat putusan nantinya.⚖😎"
"@KompasTV harusnya gini
tuntutan JPU ke FS = hukuman seumur hidup, PC = hukuman seumur hidup, KM = hukuman 20 tahun, RR = hukuman 20 tahun dan Richard Eliezer selaku JC atau Justice Collaborator = 5 tahun penjara.
Nah, tinggal nanti vonis final ada pada YM Hakim saat putusan nantinya.⚖😎"
"Ferdy Sambo Dituntut Penjara Seumur Hidup, Ini Artinya https://t.co/FBd9e4mnKQ"
Gue baru tau asli kalo ada orang yang mikir penjara seumur hidup itu berarti penjara sesuai umur tersangka. Kek.... Anjir.... Seriusan.... https://t.co/IVIkK5egWY
"Lebih baik kalau di hukum MATI ditembak Kepala Otak dan burungnya.

Tuntutan Hukuman seumur hidup ??

Lumayanlah asal jangan dipotong masa tahanan, biar dikebiri di Penjara.

Masih banyak terlibat kasus lain.

BIAR DIA MEMBUSUK DALAM TEMBOK DERITA.

Pantau terus !

#Opposite6890 https://t.co/t77PS6YPz8"
"Siapa nih yang masih bingung sama makna 'penjara seumur hidup' itu kayak gimana? Nih, coba intip dulu postingan mimin~ 👍🏻👍🏻 https://t.co/UT3ktWt5aP"
"Kalo PC sebagai dalang aja ditahan 8 tahun penjara, ada kemungkinan gak yah sambo gajadi dipenjara seumur hidup? Kalo kejadian sih gak heran gw. Emang petinggi petinggi dinegara gw ini agak laeeennnn🤣 https://t.co/Kcxnw6Nj3I"
"@Miduk17 Ini cm lg digiring aja, biar masyarakat cm fokus sm hukuman PC &amp; RE. FS lagi happy krn toh hukuman seumur hidup, dia akan tetep bisa keluar2 dari penjara sesuka hati nyuap sana sini"
